entity_type,owner_tg_chat_id,owner_tg_message_id,reaction,reaction_count
post,1500038483,15,👍,1
post,1500038483,16,👍,1
post,1500038483,17,👍,8
post,1500038483,17,❤,1
post,1500038483,21,😁,1
post,1500038483,23,👍,7
post,1500038483,23,❤,1
post,1500038483,24,❤,5
post,1500038483,24,👍,4
post,1500038483,25,👍,3
post,1500038483,25,👏,1
post,1500038483,26,👍,3
post,1500038483,28,👍,2
comment,1500038483,29,👍,5
comment,1500038483,29,👏,1
post,1500038483,30,👍,6
post,1500038483,34,👍,2
post,1500038483,35,👏,2
post,1500038483,35,👍,1
post,1500038483,37,👍,1
post,1500038483,39,👍,1
post,1500038483,40,👏,6
post,1500038483,40,❤,5
post,1500038483,40,🥰,1
post,1500038483,41,👏,5
post,1500038483,41,👍,2
post,1500038483,41,❤,1
post,1500038483,43,👍,1
post,1500038483,44,👍,1
post,1500038483,45,👍,2
post,1500038483,45,❤,1
post,1500038483,48,👍,4
post,1500038483,48,😱,2
post,1500038483,48,🔥,1
post,1500038483,49,👍,2
post,1500038483,50,👍,16
post,1500038483,50,👏,1
post,1500038483,52,👍,4
post,1500038483,53,❤,1
post,1500038483,53,🔥,1
post,1500038483,56,👍,1
post,1500038483,57,👍,7
post,1500038483,58,❤,1
post,1500038483,59,👍,4
post,1500038483,60,🔥,3
post,1500038483,61,👍,1
post,1500038483,63,👍,5
post,1500038483,64,👍,4
post,1500038483,65,👍,7
post,1500038483,65,😢,1
post,1500038483,66,👍,1
post,1500038483,67,👍,2
post,1500038483,68,🔥,11
post,1500038483,68,👍,3
post,1500038483,68,👏,3
post,1500038483,71,👍,6
post,1500038483,71,😁,1
post,1500038483,72,🔥,3
post,1500038483,72,👍,1
post,1500038483,74,👍,2
post,1500038483,75,👍,2
post,1500038483,76,👍,4
post,1500038483,76,🔥,2
post,1500038483,76,😁,2
post,1500038483,76,❤,1
post,1500038483,77,👍,1
post,1500038483,78,👍,3
post,1500038483,79,👍,1
post,1500038483,80,❤,4
post,1500038483,81,👍,2
post,1500038483,82,👍,1
post,1500038483,83,👍,7
post,1500038483,83,❤,1
post,1500038483,84,👍,8
post,1500038483,84,👏,1
post,1500038483,85,👍,9
post,1500038483,85,👏,5
post,1500038483,85,❤,3
post,1500038483,85,🤩,2
post,1500038483,85,🤔,1
post,1500038483,92,👍,5
comment,1500038483,93,👍,4
post,1500038483,95,❤,1
post,1500038483,95,👍,1
post,1500038483,96,👍,1
post,1500038483,98,👍,7
post,1500038483,98,❤,1
post,1500038483,98,😁,1
post,1500038483,103,👍,4
post,1500038483,103,❤,1
post,1500038483,106,👍,8
post,1500038483,107,👍,7
post,1500038483,108,👍,3
post,1500038483,108,❤,1
post,1500038483,110,👍,1
post,1500038483,111,👍,3
post,1500038483,112,👍,4
post,1500038483,113,❤,2
post,1500038483,113,👍,1
post,1500038483,114,👍,3
post,1500038483,114,👏,1
post,1500038483,115,👍,12
post,1500038483,115,❤,1
post,1500038483,117,👍,2
post,1500038483,118,👍,8
post,1500038483,119,👍,4
post,1500038483,119,🥰,2
post,1500038483,120,👍,16
post,1500038483,120,🥰,3
post,1500038483,120,❤,2
post,1500038483,121,❤,19
post,1500038483,121,👍,3
post,1500038483,122,👍,2
post,1500038483,122,❤,1
post,1500038483,123,👍,2
post,1500038483,125,👍,11
post,1500038483,125,❤,1
post,1500038483,125,😁,1
post,1500038483,127,👍,1
post,1500038483,128,👍,4
post,1500038483,129,👍,7
post,1500038483,131,👍,4
post,1500038483,131,❤,2
post,1500038483,131,😁,1
post,1500038483,132,🤝,6
post,1500038483,132,👍,1
post,1500038483,134,👍,11
post,1500038483,134,❤,1
post,1500038483,134,👏,1
post,1500038483,134,🤝,1
post,1500038483,135,👏,8
post,1500038483,135,👍,7
post,1500038483,135,🔥,2
post,1500038483,138,❤,2
post,1500038483,138,👍,1
post,1500038483,139,👍,1
post,1500038483,140,👍,9
post,1500038483,140,❤,1
post,1500038483,142,👏,3
post,1500038483,143,👍,4
post,1500038483,144,👍,1
post,1500038483,145,👍,14
post,1500038483,146,👍,7
post,1500038483,147,🔥,2
post,1500038483,147,🥰,1
post,1500038483,148,👍,2
post,1500038483,148,❤,1
post,1500038483,150,👍,11
post,1500038483,150,😁,3
post,1500038483,150,❤,2
post,1500038483,150,🤔,2
post,1500038483,152,👏,10
post,1500038483,157,❤,3
post,1500038483,157,🔥,2
post,1500038483,157,🤔,2
post,1500038483,159,🙏,3
post,1500038483,159,👍,2
post,1500038483,160,👍,11
post,1500038483,160,❤,3
post,1500038483,160,👏,2
post,1500038483,162,👍,12
post,1500038483,162,🤓,2
post,1500038483,163,👍,8
post,1500038483,163,❤,3
post,1500038483,164,👍,15
post,1500038483,164,❤,2
post,1500038483,164,🔥,1
post,1500038483,165,👍,11
post,1500038483,165,👏,2
post,1500038483,166,👍,4
post,1500038483,167,👍,2
post,1500038483,167,❤,1
post,1500038483,168,❤,11
post,1500038483,168,👍,10
post,1500038483,169,👍,12
post,1500038483,169,🥰,1
post,1500038483,171,👍,13
post,1500038483,171,❤,4
post,1500038483,172,👏,3
post,1500038483,174,👍,5
post,1500038483,175,👍,6
post,1500038483,176,👍,1
post,1500038483,177,👍,13
post,1500038483,177,👏,4
post,1500038483,177,❤,2
post,1500038483,177,🥰,2
post,1500038483,182,👍,8
post,1500038483,182,❤,5
post,1500038483,182,👏,2
post,1500038483,189,👍,7
post,1500038483,190,👍,17
post,1500038483,190,❤,5
post,1500038483,190,👏,4
post,1500038483,190,🥰,2
post,1500038483,190,🤗,2
post,1500038483,190,🙏,1
post,1500038483,191,👍,22
post,1500038483,191,❤,10
post,1500038483,191,👏,5
post,1500038483,191,🤩,2
post,1500038483,191,🏆,2
post,1500038483,192,👍,14
post,1500038483,192,❤,2
post,1500038483,192,👏,2
post,1500038483,196,👍,17
post,1500038483,196,👏,7
post,1500038483,196,🤩,1
post,1500038483,197,👍,11
post,1500038483,197,🔥,1
post,1500038483,197,👏,1
post,1500038483,198,👍,10
post,1500038483,198,🔥,1
post,1500038483,198,👏,1
post,1500038483,198,👌,1
post,1500038483,199,👍,21
post,1500038483,199,👏,4
post,1500038483,199,❤,1
post,1500038483,199,🎉,1
post,1500038483,199,🤗,1
post,1500038483,200,👍,3
post,1500038483,201,👍,9
post,1500038483,201,❤,1
post,1500038483,202,👍,26
post,1500038483,202,❤,1
post,1500038483,202,🥰,1
post,1500038483,202,👏,1
post,1500038483,203,👍,17
post,1500038483,203,❤,2
post,1500038483,203,👏,2
post,1500038483,205,❤,9
post,1500038483,205,👍,3
post,1710558317,3,👍,5
post,1710558317,10,👍,6
post,1710558317,23,👏,5
post,1710558317,42,🤩,6
post,1710558317,42,👍,4
post,1710558317,59,👍,4
post,1710558317,67,👍,6
post,1710558317,68,🤩,3
post,1710558317,69,👍,4
post,1710558317,69,❤,1
post,1710558317,78,👍,8
post,1710558317,84,👍,9
post,1710558317,90,👍,4
post,1710558317,96,👍,14
post,1710558317,98,👍,16
post,1710558317,99,👍,16
post,1710558317,101,👍,13
post,1710558317,101,👏,4
post,1710558317,109,👍,16
post,1710558317,109,❤,1
post,1710558317,110,👍,16
post,1710558317,117,👍,15
post,1710558317,118,👍,12
post,1710558317,119,👍,26
post,1710558317,119,🔥,1
post,1710558317,128,👍,12
post,1710558317,136,👍,10
post,1710558317,138,👍,3
post,1710558317,139,👍,9
post,1710558317,139,🤩,1
post,1710558317,149,👍,11
post,1710558317,152,👍,3
post,1710558317,153,👍,9
post,1710558317,153,🔥,2
post,1710558317,153,🤩,2
post,1710558317,163,👏,4
post,1710558317,163,👍,2
post,1710558317,163,🥰,2
post,1710558317,163,🔥,1
post,1710558317,164,👍,3
post,1710558317,165,👍,12
post,1710558317,165,❤,9
post,1710558317,168,👍,15
post,1710558317,170,👍,15
post,1710558317,182,👍,13
post,1710558317,185,👍,10
post,1710558317,200,👍,17
post,1710558317,205,👍,5
post,1710558317,206,👍,13
post,1710558317,206,🥰,1
post,1710558317,209,👍,15
post,1710558317,212,👍,7
post,1710558317,213,👍,6
post,1710558317,214,👍,9
post,1710558317,216,👍,8
post,1710558317,217,👍,18
post,1710558317,223,👍,15
post,1710558317,225,👍,4
post,1710558317,226,👍,18
post,1710558317,240,👍,13
post,1710558317,246,👍,22
post,1710558317,256,👍,14
post,1710558317,257,👍,17
post,1710558317,264,❤,12
post,1710558317,265,👍,22
post,1710558317,266,👍,6
post,1710558317,269,👍,35
post,3507772018,3,❤,15
post,3507772018,3,👍,9
post,3507772018,4,❤,13
post,3507772018,4,🔥,9
post,3507772018,4,👍,1
post,3507772018,5,❤,17
post,3507772018,6,❤,1
post,3507772018,7,❤,12
post,3507772018,7,👍,6
post,3507772018,7,👏,1
post,3507772018,8,❤,1
post,3507772018,11,❤,22
post,3507772018,11,👍,1
post,3507772018,12,❤,12
post,3507772018,12,🔥,6
post,3507772018,14,👍,15
post,3507772018,14,❤,8
post,3507772018,14,😍,2
post,3507772018,15,❤,30
post,3507772018,22,❤,23
post,3507772018,22,🔥,11
post,3507772018,22,👍,6
post,3507772018,22,🥰,1
post,3507772018,23,❤,49
post,3507772018,23,👍,26
post,3507772018,23,👏,3
post,3507772018,23,😍,2
post,3507772018,23,🐳,1
post,3507772018,24,❤,2
post,3507772018,25,❤,34
post,3507772018,25,👍,9
post,3507772018,25,🔥,3
post,3507772018,26,🔥,36
post,3507772018,26,❤,11
post,3507772018,26,👍,6
post,3507772018,27,❤,33
post,3507772018,27,👍,13
post,3507772018,27,🙏,5
post,3507772018,28,❤,23
post,3507772018,28,👍,15
post,3507772018,28,😍,3
post,3507772018,29,❤,17
post,3507772018,29,👍,10
post,3507772018,29,😍,1
post,3507772018,31,❤,66
post,3507772018,31,🎉,17
post,3507772018,31,👍,7
post,3507772018,31,🔥,4
post,3507772018,32,❤,31
post,3507772018,32,👍,17
post,3507772018,32,🙏,6
post,3507772018,32,🔥,4
post,3507772018,33,❤,20
post,3507772018,33,🙏,9
post,3507772018,33,😍,3
post,3507772018,34,❤,29
post,3507772018,34,👍,13
post,3507772018,34,🤔,3
post,3507772018,34,🙏,1
post,3507772018,35,❤,45
post,3507772018,35,👍,6
post,3507772018,35,🔥,5
post,3507772018,36,👍,24
post,3507772018,36,❤,19
post,3507772018,36,🔥,9
post,3507772018,36,😍,2
post,3507772018,39,❤,25
post,3507772018,39,🔥,15
post,3507772018,41,🔥,29
post,3507772018,41,❤,17
post,3507772018,41,👍,6
post,3507772018,42,❤,7
post,3507772018,42,👍,4
post,3507772018,42,🙏,1
post,3507772018,43,🔥,17
post,3507772018,43,❤,12
post,3507772018,43,👍,3
post,2421117823,370,❤,62
post,2421117823,370,🔥,7
post,2421117823,371,❤,383
post,2421117823,371,❤‍🔥,39
post,2421117823,371,🔥,37
post,2421117823,372,❤,59
post,2421117823,372,🔥,12
post,2421117823,373,❤,326
post,2421117823,373,🥰,13
post,2421117823,375,❤,200
post,2421117823,375,🥰,12
post,2421117823,375,👍,5
post,2421117823,376,❤,55
post,2421117823,376,💯,2
post,2421117823,377,❤,33
post,2421117823,377,🔥,8
post,2421117823,378,❤,38
post,2421117823,378,🔥,6
post,2421117823,378,👍,5
post,2421117823,379,❤,30
post,2421117823,379,🔥,11
post,2421117823,380,❤,101
post,2421117823,380,🙏,62
post,2421117823,380,👍,11
post,2421117823,381,❤,29
post,2421117823,382,❤,37
post,2421117823,382,🔥,34
post,2421117823,382,👍,8
post,2421117823,383,❤,58
post,2421117823,383,💅,7
post,2421117823,383,🍌,4
post,2421117823,384,❤,302
post,2421117823,384,💯,138
post,2421117823,384,🔥,57
post,2421117823,384,💋,24
post,2421117823,384,👍,16
post,2421117823,384,🥰,10
post,2421117823,388,❤,379
post,2421117823,388,🔥,245
post,2421117823,388,🏆,55
post,2421117823,388,🤩,27
post,2421117823,388,👍,11
post,2421117823,388,😎,8
post,2421117823,388,❤‍🔥,3
post,2421117823,390,❤,256
post,2421117823,390,🔥,109
post,2421117823,390,👍,42
post,2421117823,391,🔥,164
post,2421117823,391,❤,140
post,2421117823,391,🙏,40
post,2421117823,391,👍,11
post,2421117823,391,🥰,3
post,2421117823,391,🤔,1
post,2421117823,393,❤,162
post,2421117823,393,🔥,105
post,2421117823,393,❤‍🔥,24
post,2421117823,393,😍,13
post,2421117823,401,❤,109
post,2421117823,401,🔥,57
post,2421117823,401,💯,43
post,2421117823,401,🎉,5
post,2421117823,402,❤,170
post,2421117823,402,💯,68
post,2421117823,402,🔥,55
post,2421117823,402,😍,18
post,2421117823,402,🦄,7
post,2421117823,402,🙏,6
post,2421117823,402,💔,2
post,2421117823,403,❤,70
post,2421117823,403,🎉,51
post,2421117823,403,👏,17
post,2421117823,403,🙏,9
post,2421117823,403,👍,1
post,2421117823,404,🔥,41
post,2421117823,404,❤,29
post,2421117823,404,❤‍🔥,17
post,2421117823,404,🥰,1
post,2421117823,405,❤‍🔥,67
post,2421117823,405,❤,15
post,2421117823,406,❤,56
post,2421117823,406,👍,22
post,2421117823,406,🔥,15
post,2421117823,409,❤,109
post,2421117823,409,🔥,47
post,2421117823,409,🙏,25
post,2421117823,410,❤,145
post,2421117823,410,🔥,109
post,2421117823,410,❤‍🔥,36
post,2421117823,410,🥰,3
post,2421117823,411,🔥,101
post,2421117823,411,❤,73
post,2421117823,411,👏,29
post,2421117823,415,❤,18
post,2421117823,416,❤,99
post,2421117823,416,👍,14
post,2421117823,416,🥰,4
post,2421117823,416,🔥,1
post,2421117823,417,🔥,102
post,2421117823,417,❤,78
post,2421117823,417,👏,18
post,2421117823,417,👍,1
post,2421117823,418,❤,99
post,2421117823,418,🥰,21
post,2421117823,418,👍,19
post,2421117823,419,❤,85
post,2421117823,419,👏,11
post,2421117823,420,❤,42
post,2421117823,420,🔥,28
post,2421117823,421,❤,94
post,2421117823,421,🔥,26
post,2421117823,421,🥰,5
post,2421117823,431,❤,129
post,2421117823,431,🔥,75
post,2421117823,431,🥰,15
post,2421117823,431,👍,9
post,2421117823,441,🔥,62
post,2421117823,441,❤,47
post,2421117823,441,👍,19
post,2421117823,441,🥰,3
post,2421117823,441,⚡,2
post,2421117823,442,❤,87
post,2421117823,442,🔥,47
post,2421117823,442,👍,25
post,2421117823,442,😁,5
post,2421117823,443,❤,64
post,2421117823,443,❤‍🔥,23
post,2421117823,443,🤝,5
post,2421117823,444,❤,88
post,2421117823,444,🔥,68
post,2421117823,444,😍,14
post,2421117823,444,❤‍🔥,10
post,2421117823,451,❤,54
post,2421117823,451,🔥,22
post,2421117823,451,🥰,4
post,2421117823,453,🔥,79
post,2421117823,453,❤,60
post,2421117823,453,👍,22
post,2421117823,453,👏,3
post,2421117823,458,❤,70
post,2421117823,458,🔥,36
post,2421117823,458,👍,12
post,2421117823,458,🙏,4
post,2421117823,460,❤,50
post,2421117823,460,🔥,3
post,2421117823,462,❤,90
post,2421117823,462,❤‍🔥,37
post,2421117823,462,🔥,27
post,2421117823,462,🥰,9
post,2421117823,464,❤,162
post,2421117823,464,👍,35
post,2421117823,464,🥰,31
post,2421117823,464,🙏,18
post,2421117823,464,🔥,6
post,2421117823,472,🔥,137
post,2421117823,472,❤,75
post,2421117823,472,👏,19
post,2421117823,479,❤,90
post,2421117823,479,👍,39
post,2421117823,479,🙏,20
post,2421117823,479,🤝,2
post,2421117823,480,❤,204
post,2421117823,480,👍,38
post,2421117823,480,😁,37
post,2421117823,480,🙏,15
post,2421117823,480,💯,10
post,2421117823,480,🔥,8
post,2421117823,489,❤,84
post,2421117823,489,🙏,33
post,2421117823,489,🔥,27
post,2421117823,489,😢,6
post,2421117823,491,🔥,133
post,2421117823,491,❤,112
post,2421117823,491,🙏,28
post,2421117823,491,🤗,3
post,2421117823,492,❤,82
post,2421117823,492,🔥,16
post,2421117823,492,🙏,16
post,2421117823,494,❤,81
post,2421117823,494,🔥,57
post,2421117823,494,🙏,24
post,2421117823,494,💯,3
post,2421117823,494,✍,1
post,2421117823,495,❤,161
post,2421117823,495,🙏,39
post,2421117823,495,❤‍🔥,15
post,2421117823,495,🔥,10
post,2421117823,495,👍,7
post,2421117823,495,🥰,3
post,2421117823,496,❤,172
post,2421117823,496,🙏,49
post,2421117823,496,👍,37
post,2421117823,496,👌,7
post,2421117823,496,🔥,3
post,2421117823,506,❤,129
post,2421117823,506,👍,36
post,2421117823,506,🔥,36
post,2421117823,506,🆒,6
post,2421117823,506,🥰,5
post,2421117823,506,🙏,2
post,2421117823,507,❤,118
post,2421117823,507,🔥,75
post,2421117823,507,🙏,31
post,2421117823,507,👍,9
post,2421117823,507,❤‍🔥,3
post,2421117823,508,❤,169
post,2421117823,508,🔥,55
post,2421117823,508,👏,2
post,2421117823,509,🔥,99
post,2421117823,509,❤,73
post,2421117823,509,🤩,19
post,2421117823,509,❤‍🔥,11
post,2421117823,509,⚡,5
post,2421117823,514,❤,146
post,2421117823,514,🔥,48
post,2421117823,514,❤‍🔥,23
post,2421117823,515,❤,102
post,2421117823,515,🔥,62
post,2421117823,515,👏,1
post,2421117823,518,❤,77
post,2421117823,518,🔥,35
post,2421117823,518,👍,21
post,2421117823,518,🙏,7
post,2421117823,519,❤,128
post,2421117823,519,🔥,103
post,2421117823,519,🙏,14
post,2421117823,519,👍,7
post,2421117823,520,❤,303
post,2421117823,520,🙏,111
post,2421117823,520,👍,42
post,2421117823,520,🔥,40
post,2421117823,520,🕊,9
post,2421117823,520,🎉,4
post,2421117823,520,🦄,4
post,2421117823,520,❤‍🔥,2
post,2421117823,521,🔥,135
post,2421117823,521,😁,99
post,2421117823,521,❤,53
post,2421117823,521,💯,6
post,2421117823,521,🤣,4
post,2421117823,522,❤,209
post,2421117823,522,🙏,59
post,2421117823,522,🔥,26
post,2421117823,522,🤩,11
post,2421117823,522,🥰,6
post,2421117823,522,👍,4
post,2421117823,523,❤,67
post,2421117823,523,👍,9
post,2421117823,524,❤,44
post,2421117823,524,🔥,8
post,2421117823,524,👍,4
post,2421117823,524,🥰,3
post,2421117823,526,❤,131
post,2421117823,526,🙏,68
post,2421117823,526,👍,17
post,2421117823,526,🔥,16
post,2421117823,526,✍,3
post,2421117823,526,😍,2
post,2421117823,526,💋,2
post,2421117823,527,❤,93
post,2421117823,527,🔥,36
post,2421117823,527,👍,24
post,2421117823,527,🙏,9
post,2421117823,527,💯,2
post,2421117823,536,❤,163
post,2421117823,536,🔥,50
post,2421117823,536,🕊,23
post,2421117823,537,🔥,57
post,2421117823,537,💯,32
post,2421117823,537,❤,24
post,2421117823,537,🥰,6
post,2421117823,538,❤,87
post,2421117823,538,🔥,47
post,2421117823,538,👍,20
post,2421117823,538,🙏,12
post,2421117823,547,❤,120
post,2421117823,547,🔥,42
post,2421117823,547,🥰,23
post,2421117823,547,👍,7
post,2421117823,548,❤,96
post,2421117823,548,🔥,39
post,2421117823,548,🙏,21
post,2421117823,553,❤,122
post,2421117823,553,💯,30
post,2421117823,553,🙏,21
post,2421117823,553,🔥,16
post,2421117823,553,⚡,4
post,2421117823,553,👍,1
post,2421117823,554,🔥,57
post,2421117823,554,❤,33
post,2421117823,554,🙏,29
post,2421117823,555,❤,169
post,2421117823,555,🔥,52
post,2421117823,555,👍,28
post,2421117823,555,🙏,17
post,2421117823,555,❤‍🔥,2
post,2421117823,556,❤,75
post,2421117823,556,👍,19
post,2421117823,557,❤,127
post,2421117823,557,🔥,34
post,2421117823,557,🙏,21
post,2421117823,557,👏,1
post,2421117823,557,😍,1
post,2421117823,560,❤,148
post,2421117823,560,🔥,60
post,2421117823,560,🥰,16
post,2421117823,560,😁,2
post,2421117823,561,❤,100
post,2421117823,561,🙏,20
post,2421117823,561,🔥,15
post,2421117823,562,❤,178
post,2421117823,562,🔥,50
post,2421117823,562,🥰,19
post,2421117823,562,👏,6
post,2421117823,563,🔥,58
post,2421117823,563,❤,39
post,2421117823,563,🙏,10
post,2421117823,568,❤,137
post,2421117823,568,❤‍🔥,54
post,2421117823,568,🔥,31
post,2421117823,568,🙏,26
post,2421117823,568,👍,2
post,2421117823,569,❤,30
post,2421117823,569,❤‍🔥,14
post,2421117823,569,👍,13
post,2421117823,569,🥰,3
post,2421117823,575,❤,116
post,2421117823,575,🔥,64
post,2421117823,575,👍,21
post,2421117823,575,🤝,8
post,2421117823,576,❤,111
post,2421117823,576,🙏,31
post,2421117823,576,🔥,19
post,2421117823,576,🥰,2
post,2421117823,577,❤,60
post,2421117823,577,👍,12
post,2421117823,577,🙏,7
post,2421117823,577,🔥,3
post,1735952236,20,👍,40
post,1735952236,20,❤,27
post,1735952236,23,❤,47
post,1735952236,23,👍,21
post,1735952236,23,🤩,6
post,1735952236,23,🔥,4
post,1735952236,23,🎉,2
post,1735952236,24,❤,34
post,1735952236,24,👍,21
post,1735952236,24,🤔,2
post,1735952236,24,🎉,1
post,1735952236,25,👍,43
post,1735952236,25,❤,35
post,1735952236,25,👏,6
post,1735952236,25,😁,1
post,1735952236,26,👍,72
post,1735952236,26,❤,11
post,1735952236,26,🔥,4
post,1735952236,26,🥰,4
post,1735952236,28,👍,59
post,1735952236,29,👍,63
post,1735952236,29,🎉,2
post,1735952236,30,❤,28
post,1735952236,30,👍,25
post,1735952236,30,🔥,9
post,1735952236,30,👏,8
post,1735952236,31,👍,42
post,1735952236,31,👏,12
post,1735952236,32,👍,49
post,1735952236,32,❤,13
post,1735952236,33,👍,74
post,1735952236,33,❤,17
post,1735952236,33,👏,7
post,1735952236,34,👍,67
post,1735952236,34,🔥,8
post,1735952236,34,🎉,1
post,1735952236,35,👍,62
post,1735952236,35,❤,14
post,1735952236,37,👍,98
post,1735952236,37,❤,10
post,1735952236,37,🔥,3
post,1735952236,38,👍,82
post,1735952236,38,🔥,11
post,1735952236,38,❤,8
post,1735952236,38,👏,6
post,1735952236,39,👍,88
post,1735952236,39,🔥,10
post,1735952236,42,👍,73
post,1735952236,42,❤,3
post,1735952236,43,👍,87
post,1735952236,43,🔥,11
post,1735952236,43,❤,3
post,1735952236,44,👍,92
post,1735952236,44,🔥,7
post,1735952236,45,👍,78
post,1735952236,45,❤,7
post,1735952236,45,🔥,5
post,1735952236,45,😁,2
post,1735952236,46,👍,88
post,1735952236,46,🔥,9
post,1735952236,47,👍,84
post,1735952236,47,🥰,10
post,1735952236,48,👍,84
post,1735952236,48,❤,7
post,1735952236,48,🥰,7
post,1735952236,49,❤,48
post,1735952236,49,👍,36
post,1735952236,49,👏,8
post,1735952236,49,🔥,7
post,1735952236,49,🎉,1
post,1735952236,50,👍,101
post,1735952236,50,❤,10
post,1735952236,53,👍,76
post,1735952236,53,🔥,6
post,1735952236,53,😁,4
post,1735952236,53,❤,2
post,1735952236,54,👍,91
post,1735952236,54,❤,7
post,1735952236,54,😁,1
post,1735952236,55,👍,87
post,1735952236,55,🔥,6
post,1735952236,55,👏,5
post,1735952236,56,👍,91
post,1735952236,56,👏,6
post,1735952236,57,👍,84
post,1735952236,57,👏,4
post,1735952236,58,👍,82
post,1735952236,58,👏,10
post,1735952236,59,❤,50
post,1735952236,59,👍,28
post,1735952236,60,👍,84
post,1735952236,60,👏,9
post,1735952236,60,🔥,3
post,1735952236,61,👍,77
post,1735952236,61,❤,5
post,1735952236,61,🔥,3
post,1735952236,62,👍,92
post,1735952236,62,❤,11
post,1735952236,63,👍,98
post,1735952236,63,🔥,7
post,1735952236,63,👏,4
post,1735952236,63,🤩,4
post,1735952236,64,👍,76
post,1735952236,64,👏,3
post,1735952236,64,🔥,2
post,1735952236,64,❤,1
post,1735952236,65,👍,88
post,1735952236,65,👏,5
post,1735952236,65,🔥,3
post,1735952236,68,👍,75
post,1735952236,68,❤,4
post,1735952236,68,👏,3
post,1735952236,71,👍,80
post,1735952236,71,👏,5
post,1735952236,72,👍,111
post,1735952236,72,👏,15
post,1735952236,72,🔥,3
post,1735952236,73,👍,87
post,1735952236,73,👏,9
post,1735952236,73,🔥,2
post,1735952236,73,❤,1
post,1735952236,73,👎,1
post,1735952236,74,👍,86
post,1735952236,74,👏,6
post,1735952236,74,❤,4
post,1735952236,74,🔥,4
post,1735952236,74,🥰,2
post,1735952236,75,👍,118
post,1735952236,75,👏,12
post,1735952236,75,❤,5
post,1735952236,75,🔥,2
post,1735952236,76,👍,31
post,1735952236,77,👍,79
post,1735952236,77,❤,9
post,1735952236,77,👏,5
post,1735952236,78,👍,80
post,1735952236,79,👍,78
post,1735952236,79,🔥,6
post,1735952236,79,🤩,4
post,1735952236,80,👍,87
post,1735952236,80,🔥,4
post,1735952236,81,👍,108
post,1735952236,81,❤,25
post,1735952236,81,🔥,3
post,1735952236,81,👏,3
post,1735952236,82,👍,89
post,1735952236,82,🔥,7
post,1735952236,82,🥰,3
post,1735952236,83,❤,83
post,1735952236,83,👍,46
post,1735952236,83,👏,16
post,1735952236,86,👍,72
post,1735952236,86,🔥,4
post,1735952236,90,👍,73
post,1735952236,90,🔥,7
post,1735952236,90,🤔,2
post,1735952236,91,👍,66
post,1735952236,91,🥰,4
post,1735952236,91,👏,4
post,1735952236,92,👍,78
post,1735952236,92,❤,9
post,1735952236,92,🔥,3
post,1735952236,93,👍,65
post,1735952236,98,👍,83
post,1735952236,98,👏,12
post,1735952236,99,👍,74
post,1735952236,100,👍,73
post,1735952236,100,🔥,2
post,1735952236,100,👏,2
post,1735952236,100,❤,1
post,1735952236,100,🤔,1
post,1735952236,101,👍,135
post,1735952236,101,🔥,8
post,1735952236,102,👍,97
post,1735952236,106,👍,95
post,1735952236,106,❤,9
post,1735952236,106,🔥,5
post,1735952236,107,👍,67
post,1735952236,107,🥰,2
post,1735952236,107,👏,2
post,1735952236,108,👍,40
post,1735952236,108,❤,13
post,1735952236,109,👍,87
post,1735952236,109,👏,2
post,1735952236,110,👍,60
post,1735952236,110,❤,6
post,1735952236,111,👍,91
post,1735952236,111,❤,20
post,1735952236,112,👍,113
post,1735952236,112,❤,28
post,1735952236,112,🔥,3
post,1735952236,113,👍,77
post,1735952236,114,👍,76
post,1735952236,114,👏,11
post,1735952236,114,❤,2
post,1735952236,120,👍,57
post,1735952236,120,❤,4
post,1735952236,121,👍,70
post,1735952236,121,🔥,5
post,1735952236,122,👍,56
post,1735952236,122,❤,4
post,1735952236,123,👍,87
post,1735952236,123,❤,1
post,1735952236,124,👍,89
post,1735952236,124,🎉,7
post,1735952236,128,👍,54
post,1735952236,128,🎉,40
post,1735952236,128,❤,9
post,1735952236,131,👍,85
post,1735952236,131,🔥,7
post,1735952236,131,🤩,1
post,1735952236,132,👍,100
post,1735952236,132,❤,15
post,1735952236,133,👍,94
post,1735952236,133,❤,11
post,1735952236,133,🔥,5
post,1735952236,133,🎉,4
post,1735952236,133,👏,2
post,1735952236,134,👍,92
post,1735952236,135,👍,80
post,1735952236,135,🔥,3
post,1735952236,135,🤔,1
post,1735952236,136,👍,78
post,1735952236,136,👏,8
post,1735952236,137,👍,70
post,1735952236,137,❤,5
post,1735952236,138,👍,51
post,1735952236,139,👍,74
post,1735952236,140,👍,74
post,1735952236,140,❤,10
post,1735952236,140,🎉,7
post,1735952236,141,👍,84
post,1735952236,141,❤,14
post,1735952236,146,👍,128
post,1735952236,146,🔥,19
post,1735952236,146,❤,12
post,1735952236,146,👏,12
post,1735952236,147,❤,72
post,1735952236,147,👍,54
post,1735952236,147,🔥,9
post,1735952236,157,👍,74
post,1735952236,158,👍,69
post,1735952236,158,❤,9
post,1735952236,158,👏,3
post,1735952236,159,👍,70
post,1735952236,159,❤,4
post,1735952236,159,👏,4
post,1735952236,160,👍,60
post,1735952236,160,👏,3
post,1735952236,160,❤,2
post,1735952236,161,❤,65
post,1735952236,161,👍,47
post,1735952236,162,👍,71
post,1735952236,162,❤,10
post,1735952236,163,👍,71
post,1735952236,163,❤,9
post,1735952236,164,👍,81
post,1735952236,165,👍,64
post,1735952236,165,🔥,9
